Player,Full name,Wyscout id,Team,Team within selected timeframe,Team logo,Competition,Position,Primary position,"Primary position, %",Secondary position,"Secondary position, %",Third position,"Third position, %",Age,Birthday,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %","Accurate vertical passes, %",Vertical passes per 90,Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",season,Position_Group,PDI,processing_date,data_source,ml_features_applied
I. Ramsay,Iain Ramsay,118860,Rockdale Ilinden,Nong Bua Pitchaya FC,https://cdn5.wyscout.com/photos/team/public/g14576_120x120.png,New South Wales NPL,"RAMF, RW, LWB",RAMF,25.0,RW,24.0,LWB,13.0,34.0,1988-02-27,0,,19,1080,1,0.64,0,1.67,9.6,31.48,Australia,"['Australia', 'Philippines']",left,180,78,False,2.84,2.13,50.0,0.89,20.0,0.09,0.12,0.09,1.69,2.26,0.62,0,0.0,1,0.08,1.87,0.08,1,0.09,0.06,0,0.0,8,0.71,37.5,12.5,0.0,3.46,25.64,1.6,16.67,1.87,33.33,0.18,1.6,38.89,4.26,31.25,1.24,1.51,0.98,20.35,2.04,0.53,29.67,74.85,8.26,66.67,6.04,91.18,23.9,84.39,2.4,48.15,18.26,25.38,0.15,0.89,0.0,0.09,0.18,50.0,0.36,3.2,63.89,3.2,36.11,0.53,33.33,0.27,0.89,5.42,72.13,66.32,8.44,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.27,0.0,0.0,1.15,0,0.0,2021-22,MID,40.108424725085385,2025-08-09T10:11:29.451980,simple_processor,True
A. Aguinaldo,Amani Manuel Santos Aguinaldo,247389,Rayong,Nong Bua Pitchaya FC,https://cdn5.wyscout.com/photos/team/public/g23913_120x120.png,Thai League,"RCB, RCB3",RCB,57.0,RCB3,41.0,,0.0,27.0,1995-04-24,125000,2025-06-30,19,1078,0,0.15,0,0.0,13.86,64.46,Philippines,['Philippines'],right,182,77,False,8.43,5.68,69.12,4.93,64.41,0.17,0.21,0.25,4.34,5.45,0.75,2,0.17,0,0.0,0.17,0.0,0,0.0,0.01,0,0.0,2,0.17,100.0,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.92,36.36,0.25,0.08,0.0,13.53,0.08,0.58,22.37,82.46,11.02,74.24,2.09,96.0,18.03,89.81,4.26,52.94,19.14,29.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,57.89,0.17,0.0,0.17,0.0,0.0,0.0,5.59,70.15,89.01,7.6,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,4.93,0.0,0.0,0.0,0.0,0,0.0,2021-22,DEF,55.56856721273547,2025-08-09T10:11:29.451980,simple_processor,True
Getterson,Getterson Alves dos Santos,179306,Al Ahli,Chiangrai United,https://cdn5.wyscout.com/photos/team/public/3132_120x120.png,Premier League,"CF, RW",CF,73.0,RW,10.0,,0.0,31.0,1991-05-16,0,,15,1078,4,5.45,0,0.26,18.03,37.5,Brazil,['Brazil'],right,180,70,False,3.01,2.59,45.16,4.76,45.61,0.17,0.23,0.17,1.67,2.31,1.59,1,0.08,0,0.0,2.76,0.33,4,0.33,0.45,0,0.0,29,2.42,55.17,13.793,0.0,0.42,20.0,0.17,0.0,0.25,33.33,0.17,1.59,78.95,7.93,33.68,2.67,0.58,0.58,10.52,1.0,1.25,13.69,84.76,1.92,60.87,4.01,95.83,12.77,86.93,0.5,83.33,14.55,15.48,0.02,0.5,0.0,0.0,0.08,100.0,0.08,1.17,78.57,0.5,33.33,0.17,100.0,0.25,0.17,1.17,71.43,87.3,5.26,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.67,0.58,42.86,0.0,1,0.0,2021-22,FWD,48.50839481875776,2025-08-09T10:11:29.451980,simple_processor,True
T. Yoryoei,Thiraphon Yoryoei,397149,Muang Thong United,Muang Thong United,https://cdn5.wyscout.com/photos/team/public/2860_120x120.png,Thai League,"LCMF, LDMF, CF",LCMF,34.0,LDMF,16.0,CF,13.0,27.0,1994-10-25,100000,2025-06-30,24,1075,4,3.99,0,0.33,13.81,39.39,Thailand,['Thailand'],right,176,70,False,3.43,3.18,47.37,2.01,54.17,0.17,0.3,0.33,1.76,3.18,1.0,3,0.25,0,0.0,1.09,0.33,4,0.33,0.33,0,0.0,17,1.42,35.29,23.529,0.0,0.42,0.0,0.42,0.0,0.0,0.0,0.0,1.17,42.86,6.7,31.25,1.93,0.59,0.25,27.29,0.59,0.75,34.91,92.57,7.37,87.5,7.28,98.85,33.99,93.84,0.5,83.33,14.06,9.13,0.03,0.42,0.08,0.0,0.59,14.29,0.17,4.27,90.2,1.0,33.33,0.67,37.5,0.17,0.08,3.01,72.22,94.59,12.39,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0,0.0,2021-22,MID,52.70482959097191,2025-08-09T10:11:29.451980,simple_processor,True
T. Asurin,Tinnakorn Asurin,397110,Khon Kaen United,Khon Kaen United,https://cdn5.wyscout.com/photos/team/public/g32801_120x120.png,Thai League,"LCB3, DMF, RCB3",LCB3,24.0,DMF,21.0,RCB3,11.0,32.0,1990-02-19,150000,2025-06-30,15,1066,0,0.78,0,0.02,16.29,53.37,Thailand,['Thailand'],left,183,0,False,8.53,7.09,55.95,4.14,38.78,1.01,1.51,0.17,3.55,5.27,2.03,6,0.51,0,0.0,1.1,0.0,0,0.0,0.07,0,0.0,6,0.51,16.67,0.0,0.0,0.17,50.0,0.17,50.0,0.0,0.0,0.0,0.93,90.91,2.62,67.74,0.42,0.34,0.0,17.14,0.17,1.27,27.52,83.44,11.9,73.76,2.28,88.89,24.4,86.16,3.04,63.89,19.63,34.43,0.0,0.25,0.08,0.0,0.17,50.0,0.0,2.95,62.86,0.51,33.33,0.25,0.0,0.17,0.0,5.07,70.0,94.31,10.38,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,4.14,0.0,0.0,0.0,0.0,0,0.0,2021-22,DEF,47.67523583847975,2025-08-09T10:11:29.451980,simple_processor,True
J. Thongsaengphrao,Jirawat Thongsaengphrao,-121390,Ratchaburi,Ratchaburi,https://cdn5.wyscout.com/photos/team/public/g14851_120x120.png,Thai League,"LCB, LB, LCB3",LCB,50.0,LB,24.0,LCB3,21.0,24.0,1998-03-31,125000,2026-06-30,20,1063,0,0.1,0,0.0,10.5,48.39,Thailand,['Thailand'],left,180,70,False,7.2,4.66,54.55,2.71,40.63,0.51,0.78,0.34,4.15,6.39,1.02,4,0.34,0,0.0,0.51,0.0,0,0.0,0.01,0,0.0,3,0.25,66.67,0.0,0.0,0.76,22.22,0.76,22.22,0.0,0.0,0.08,0.42,40.0,1.61,52.63,0.17,0.42,0.17,23.96,0.51,0.51,32.43,85.38,14.39,80.0,1.86,95.45,28.7,90.86,3.05,50.0,16.09,22.55,0.0,0.0,0.0,0.0,0.08,0.0,0.0,3.47,56.1,0.51,33.33,0.08,0.0,0.08,0.08,4.74,80.36,94.57,10.92,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,2.71,0.0,0.0,0.0,0.0,0,0.0,2021-22,DEF,49.15554173794639,2025-08-09T10:11:29.451980,simple_processor,True
J. Bolingi,Jonathan Bolingi Mpangi Merikani,334388,Vojvodina,Buriram United,https://cdn5.wyscout.com/photos/team/public/700_120x120.png,Super Liga,CF,CF,100.0,,0.0,,0.0,28.0,1994-06-30,200000,2025-06-30,12,1059,6,9.54,0,0.7000000000000001,26.6,40.89,Congo DR,['Congo DR'],right,190,74,False,4.33,2.8,45.45,8.24,54.64,0.08,0.13,0.0,2.97,4.47,1.44,3,0.25,1,0.08,4.25,0.51,3,0.25,0.81,2,0.17,47,3.99,42.55,12.766,0.0,1.36,37.5,0.93,45.45,0.42,20.0,0.0,3.23,52.63,10.79,34.65,6.37,0.59,0.17,15.89,3.06,1.36,22.61,78.95,3.99,53.19,7.82,91.3,20.65,82.72,0.59,42.86,16.46,21.49,0.06,0.59,0.0,0.17,0.51,66.67,0.51,2.38,53.57,1.61,63.16,0.51,50.0,0.85,0.51,1.87,72.73,81.54,5.52,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.24,0.25,0.17,50.0,0.0,4,75.0,2021-22,FWD,60.899713690066264,2025-08-09T10:11:29.451980,simple_processor,True
P. Hansuri,Panupong Hansuri,-172606,Khon Kaen United,Khon Kaen United,https://cdn5.wyscout.com/photos/team/public/g32801_120x120.png,Thai League,"RWB, RB5",RWB,44.0,RB5,33.0,,0.0,26.0,1996-01-11,100000,2025-06-30,20,1058,0,0.29,1,0.79,21.44,53.17,Thailand,['Thailand'],,0,0,False,10.89,9.7,62.28,1.96,26.09,0.94,1.42,0.17,3.91,5.95,1.02,2,0.17,0,0.0,3.91,0.0,0,0.0,0.03,0,0.0,5,0.43,60.0,0.0,0.09,3.49,34.15,0.17,50.0,3.32,33.33,0.26,3.23,76.32,6.38,60.0,0.51,1.7000000000000002,0.77,14.89,2.38,1.96,23.31,68.98,8.76,58.25,3.06,94.44,17.78,78.95,2.3,44.44,17.97,21.76,0.07,0.68,0.0,0.0,0.09,0.0,0.26,2.72,53.13,2.64,38.71,0.43,40.0,0.09,1.11,4.93,67.24,67.42,7.57,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1.96,0.0,0.0,0.0,0.0,0,0.0,2021-22,DEF,54.721140590099864,2025-08-09T10:11:29.451980,simple_processor,True
Y. Boli,Yannick Boli,39287,,Chiangmai United,,,CF,CF,97.0,,0.0,,0.0,34.0,1988-01-13,0,,16,1056,4,4.08,0,0.05,21.9,33.46,Côte d'Ivoire,"[""Côte d'Ivoire""]",right,180,74,False,2.9,2.9,38.24,5.54,29.23,0.0,0.0,0.17,1.79,2.43,1.45,2,0.17,0,0.0,2.3,0.34,4,0.34,0.35,1,0.09,32,2.73,31.25,12.5,0.0,0.51,0.0,0.09,0.0,0.43,0.0,0.0,3.24,44.74,9.12,39.25,4.18,0.94,0.6000000000000001,6.82,1.53,1.28,9.55,77.68,2.22,69.23,1.79,95.24,8.95,81.9,0.09,100.0,10.85,3.45,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.68,87.5,0.34,25.0,0.0,0.0,0.17,0.0,1.02,91.67,74.19,2.64,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0,0.0,2021-22,FWD,48.11288092321473,2025-08-09T10:11:29.451980,simple_processor,True
S. Tassanai,Sitthichok Tassanai,403983,Police Tero,Police Tero,https://cdn5.wyscout.com/photos/team/public/g3849_120x120.png,Thai League 2,"DMF, RCMF, RCMF3",DMF,37.0,RCMF,29.0,RCMF3,11.0,31.0,1991-07-06,50000,,23,1038,0,0.2,1,0.34,17.17,52.02,Thailand,['Thailand'],,0,0,False,9.28,9.1,55.24,0.78,33.33,0.26,0.35,0.09,3.99,5.39,2.43,8,0.6900000000000001,0,0.0,1.21,0.0,0,0.0,0.02,0,0.0,3,0.26,33.33,0.0,0.09,0.43,60.0,0.0,0.0,0.35,50.0,0.0,1.21,64.29,4.16,52.08,0.26,0.26,0.09,31.47,0.26,1.3,42.49,90.61,10.75,77.42,8.84,97.06,39.62,92.12,2.43,71.43,17.58,25.16,0.03,0.52,0.0,0.0,0.17,50.0,0.17,5.2,93.33,0.52,66.67,0.17,50.0,0.09,0.26,5.2,71.67,96.24,16.13,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.78,0.0,0.0,0.0,0.0,0,0.0,2021-22,MID,47.413251397071946,2025-08-09T10:11:29.451980,simple_processor,True
S. Lattirom,Santitorn Lattirom,287679,Pattaya Dolphins,Khon Kaen United,https://cdn5.wyscout.com/photos/team/public/g39068_120x120.png,Thai League 2,"DMF, RCMF, LCMF",DMF,38.0,RCMF,24.0,LCMF,15.0,32.0,1990-06-23,50000,,25,1027,0,0.16,0,0.03,11.83,48.15,Thailand,['Thailand'],right,171,68,False,7.27,6.75,50.65,1.31,40.0,0.79,1.01,0.44,3.07,3.92,1.49,2,0.18,0,0.0,0.35,0.0,0,0.0,0.01,0,0.0,4,0.35,50.0,0.0,0.0,0.26,0.0,0.0,0.0,0.18,0.0,0.09,0.53,16.67,1.67,31.58,0.09,0.26,0.09,15.69,0.26,0.53,24.89,84.86,8.76,77.0,3.59,97.56,21.47,88.98,3.15,63.89,19.62,26.94,0.0,0.18,0.0,0.0,0.18,50.0,0.0,4.29,73.47,0.53,50.0,0.09,0.0,0.26,0.09,4.73,74.07,90.32,8.15,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1.31,0.0,0.0,0.0,0.0,0,0.0,2021-22,MID,44.548000916380595,2025-08-09T10:11:29.451980,simple_processor,True
William Henrique,William Henrique Rodrigues da Silva,131443,Marcílio Dias,Suphanburi,https://cdn5.wyscout.com/photos/team/public/3207_120x120.png,Catarinense 1,"CF, RW, LWF",CF,48.0,RW,22.0,LWF,10.0,30.0,1992-01-28,0,,11,1026,6,2.04,3,1.77,21.4,38.52,Brazil,['Brazil'],left,188,66,False,2.81,4.47,37.25,0.88,20.0,0.18,0.22,0.0,0.96,1.21,0.88,3,0.26,0,0.0,5.7,0.53,6,0.53,0.18,0,0.0,24,2.11,50.0,25.0,0.26,3.25,24.32,1.49,5.88,1.75,40.0,0.7000000000000001,7.98,46.15,13.25,42.38,3.68,4.21,1.14,12.98,2.02,1.23,16.32,62.37,3.6,60.98,1.93,81.82,12.02,74.45,1.05,41.67,18.47,21.0,0.16,1.4,0.26,0.0,0.35,50.0,0.79,1.23,64.29,2.89,33.33,0.26,33.33,0.88,1.05,3.07,82.86,59.3,7.54,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.26,0.0,0.0,1.05,0,0.0,2021-22,FWD,55.957543323663295,2025-08-09T10:11:29.451980,simple_processor,True
R. Wiroonsri,Rangsan Wiroonsri,-121321,Trat,Chonburi,https://cdn5.wyscout.com/photos/team/public/g23914_120x120.png,Thai League 2,"RCMF, LCMF, LDMF",RCMF,26.0,LCMF,22.0,LDMF,18.0,30.0,1992-02-12,125000,,19,1024,0,0.17,0,0.29,13.01,49.32,Thailand,['Thailand'],right,173,0,False,6.59,5.98,58.82,1.58,44.44,0.44,0.63,0.26,2.64,3.77,1.23,4,0.35,0,0.0,0.88,0.0,0,0.0,0.02,0,0.0,9,0.79,0.0,0.0,0.0,0.53,66.67,0.18,100.0,0.35,50.0,0.18,1.14,30.77,2.81,28.13,0.44,0.26,0.09,26.37,0.26,0.44,35.51,86.14,11.6,76.52,5.63,96.88,31.9,88.71,3.16,61.11,18.09,28.91,0.03,0.35,0.0,0.0,0.35,50.0,0.18,6.42,73.97,1.05,50.0,0.62,28.57,0.18,0.35,5.54,76.19,87.94,12.39,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,1.58,0.26,0.0,0.0,0.35,0,0.0,2021-22,MID,50.39017475273805,2025-08-09T10:11:29.451980,simple_processor,True
D. Srangdee,Decha  Srangdee,334125,,Nakhon Ratchasima,,,RB,RB,91.0,,0.0,,0.0,31.0,1990-09-01,0,,21,1023,0,0.12,0,0.07,18.83,50.0,Thailand,['Thailand'],left,175,65,False,10.29,9.06,53.4,1.58,50.0,0.7000000000000001,1.07,0.26,4.75,7.2,0.79,1,0.09,0,0.0,2.2,0.0,0,0.0,0.01,0,0.0,6,0.53,0.0,0.0,0.0,2.29,34.62,0.0,0.0,2.2,36.0,0.09,1.94,72.73,4.93,50.0,0.18,1.76,0.79,21.03,1.06,1.41,34.05,82.17,15.04,73.68,4.4,92.0,27.8,88.92,3.96,62.22,17.68,28.67,0.01,0.35,0.0,0.18,0.0,0.0,0.26,6.33,77.78,2.38,44.44,0.35,50.0,0.44,0.7000000000000001,7.83,83.15,90.99,9.77,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,1.58,0.0,0.0,0.0,0.0,0,0.0,2021-22,DEF,48.18437187039844,2025-08-09T10:11:29.451980,simple_processor,True
R. Matsumura,Ryo Matsumura,244873,Persija,Police Tero,https://cdn5.wyscout.com/photos/team/public/g20754_120x120.png,Liga 1,"CF, AMF, LCMF3",CF,35.0,AMF,19.0,LCMF3,16.0,28.0,1994-06-15,0,,16,1015,0,1.14,0,0.43,20.04,50.0,Japan,['Japan'],right,166,64,False,4.26,3.9,56.82,0.8,11.11,0.53,0.6900000000000001,0.09,1.51,1.95,0.98,4,0.35,0,0.0,5.41,0.0,0,0.0,0.1,0,0.0,19,1.6800000000000002,26.32,0.0,0.0,1.77,40.0,0.8,55.56,0.98,27.27,0.09,6.3,64.79,12.86,51.03,1.33,3.46,1.24,22.26,1.42,1.95,31.3,75.35,11.35,57.81,5.76,95.38,27.84,78.66,1.86,61.9,18.14,21.54,0.04,0.8,0.0,0.0,1.86,9.52,0.27,6.47,61.64,3.99,35.56,1.86,9.52,0.8,0.62,4.97,83.93,79.41,9.04,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.44,0.0,0.0,0.62,0,0.0,2021-22,FWD,47.73711679613673,2025-08-09T10:11:29.451980,simple_processor,True
E. Hanpanichkij,Ekkalarp Hanpanichkij,476403,Samut Sakhon City,Ratchaburi,https://cdn5.wyscout.com/photos/team/public/g-17202_120x120.png,,"RB, LCMF, RB5",RB,38.0,LCMF,18.0,RB5,10.0,28.0,1994-05-08,0,,17,1007,0,0.42,2,0.32,13.14,53.06,Thailand,['Thailand'],right,180,0,False,7.51,6.43,50.0,2.41,59.26,0.71,1.0,0.09,3.5700000000000003,5.02,1.07,5,0.45,1,0.09,1.43,0.0,0,0.0,0.04,0,0.0,9,0.8,33.33,0.0,0.18,1.25,57.14,0.09,100.0,1.16,53.85,0.09,0.63,42.86,2.41,48.15,0.27,0.89,0.63,29.23,0.63,0.8,38.61,82.18,15.1,71.01,3.93,90.91,33.52,88.27,4.02,37.78,18.95,29.27,0.03,0.45,0.0,0.0,0.54,33.33,0.27,6.17,63.77,1.43,62.5,0.71,0.0,0.45,0.54,8.13,74.73,88.74,13.5,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,2.41,0.0,0.0,0.0,0.0,0,0.0,2021-22,DEF,53.34990160063192,2025-08-09T10:11:29.451980,simple_processor,True
P. Arjvirai,Poramet Arjvirai,-138841,Muang Thong United,Muang Thong United,https://cdn5.wyscout.com/photos/team/public/2860_120x120.png,Thai League,"CF, RW",CF,62.0,RW,11.0,,0.0,24.0,1998-07-20,0,,28,1002,3,3.02,1,1.22,16.53,35.87,Thailand,['Thailand'],right,180,0,False,2.25,2.78,45.16,2.16,16.67,0.0,0.0,0.18,0.99,1.81,0.54,1,0.09,0,0.0,2.6,0.27,3,0.27,0.27,1,0.09,25,2.25,28.0,12.0,0.09,0.45,0.0,0.09,0.0,0.36,0.0,0.0,3.95,47.73,8.44,38.3,2.96,1.26,0.81,15.0,1.26,1.17,18.41,83.9,2.6,68.97,5.21,96.55,17.34,86.01,0.63,85.71,13.32,7.52,0.11,0.9,0.0,0.0,0.18,50.0,0.45,1.71,78.95,0.9,60.0,0.09,100.0,0.99,0.0,1.17,76.92,87.5,6.47,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0,0.0,2021-22,FWD,49.81793397599475,2025-08-09T10:11:29.451980,simple_processor,True
Rajaei Ayed,Rajaei Ayed Fadel Hasan,326943,Al Hussein,Ratchaburi,https://cdn5.wyscout.com/photos/team/public/g3567_120x120.png,Pro League,"LCMF, RCMF",LCMF,48.0,RCMF,37.0,,0.0,29.0,1993-07-25,0,,13,1000,0,0.7000000000000001,1,0.6000000000000001,6.39,53.52,Jordan,['Jordan'],right,179,75,False,4.32,3.6,65.0,0.36,25.0,0.0,0.0,0.09,1.98,2.64,0.27,1,0.09,0,0.0,1.53,0.0,0,0.0,0.06,0,0.0,6,0.54,33.33,0.0,0.09,1.62,44.44,0.63,71.43,0.9,20.0,0.09,0.45,40.0,1.44,37.5,0.45,0.63,0.09,50.0,0.27,0.09,50.0,85.01,22.41,71.49,7.02,96.15,50.0,91.78,10.17,55.75,20.27,39.28,0.05,0.72,0.18,0.0,0.81,55.56,0.36,14.31,70.44,3.78,45.24,2.7,26.67,1.08,0.63,11.79,80.92,91.11,28.35,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.36,1.08,0.09,0.0,0.27,0,0.0,2021-22,MID,46.95542509446298,2025-08-09T10:11:29.451980,simple_processor,True
A. Sawasdee,Akarawin Sawasdee,233115,Chiangmai United,Chiangrai United,https://cdn5.wyscout.com/photos/team/public/g38481_120x120.png,Thai League 2,"CF, RWF",CF,77.0,RWF,20.0,,0.0,31.0,1990-09-26,125000,2025-06-30,25,993,6,4.49,0,0.25,16.4,32.04,Thailand,['Thailand'],left,185,0,False,3.35,2.63,41.38,5.17,35.09,0.36,0.5700000000000001,0.09,1.9,3.0,1.27,1,0.09,0,0.0,2.9,0.54,5,0.45,0.41,2,0.18,38,3.44,44.74,15.789,0.0,0.63,14.29,0.36,25.0,0.27,0.0,0.0,1.9,47.62,5.89,27.69,3.44,0.36,0.09,17.04,1.45,0.73,22.11,78.28,4.98,72.73,5.98,95.45,20.66,81.58,0.8200000000000001,44.44,14.74,11.81,0.02,0.63,0.0,0.0,0.73,50.0,0.09,1.9,57.14,1.72,47.37,0.36,50.0,0.8200000000000001,0.09,2.9,71.88,78.21,7.07,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,0.0,0.0,0.0,0.0,1,100.0,2021-22,FWD,49.27389077183118,2025-08-09T10:11:29.451980,simple_processor,True
Nakata,Phoutthasay Khochalern,342931,,Samut Prakan City,,,"LCMF, RCMF",LCMF,55.0,RCMF,41.0,,0.0,26.0,1995-12-29,0,,22,976,0,0.8200000000000001,0,0.13,11.53,52.0,Laos,['Laos'],,165,60,False,7.38,4.06,68.18,1.48,43.75,0.18,0.27,0.37,4.43,6.52,0.46,1,0.09,0,0.0,1.01,0.0,0,0.0,0.08,0,0.0,12,1.11,16.67,0.0,0.0,0.8300000000000001,22.22,0.18,0.0,0.65,28.57,0.09,1.11,58.33,3.5,44.74,0.46,1.2,0.18,33.93,0.09,0.74,44.54,85.3,11.43,69.35,7.28,96.2,40.2,89.68,3.5,50.0,17.44,24.72,0.01,0.28,0.0,0.0,0.18,0.0,0.09,7.28,67.09,1.38,46.67,0.55,16.67,0.37,0.18,4.98,68.52,91.0,19.46,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1.48,0.0,0.0,0.0,0.0,0,0.0,2021-22,MID,49.53979612392692,2025-08-09T10:11:29.451980,simple_processor,True
S. Wongsai,Settawut Wongsai,493339,Phrae United,Samut Prakan City,https://cdn5.wyscout.com/photos/team/public/g27282_120x120.png,Thai League 2,"RW, CF, RAMF",RW,44.0,CF,31.0,RAMF,17.0,25.0,1997-05-07,100000,2025-06-30,23,961,1,2.14,1,1.77,20.7,34.39,Thailand,['Thailand'],right,177,0,False,4.03,4.03,39.53,1.97,47.62,0.66,1.09,0.09,1.78,2.95,1.03,3,0.28,0,0.0,3.18,0.09,1,0.09,0.2,0,0.0,15,1.4,33.33,6.667,0.09,1.5,25.0,0.09,0.0,1.4,26.67,0.0,4.5,41.67,12.27,30.53,3.56,1.97,1.03,13.95,2.25,0.94,21.17,81.42,5.06,75.93,5.99,90.63,19.39,85.51,0.47,60.0,16.42,9.67,0.17,1.22,0.0,0.0,0.94,50.0,0.47,1.97,80.95,1.78,68.42,0.75,37.5,1.22,0.47,3.28,85.71,75.41,5.71,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,1.97,0.0,0.0,0.0,0.0,0,0.0,2021-22,FWD,50.64642396886284,2025-08-09T10:11:29.451980,simple_processor,True
A. Sukchuai,Atthawit Sukchuai,300983,Phrae United,Khon Kaen United,https://cdn5.wyscout.com/photos/team/public/g27282_120x120.png,Thai League 2,"LCMF3, AMF",LCMF3,50.0,AMF,17.0,,0.0,26.0,1996-03-13,75000,2025-06-30,13,961,0,0.59,2,0.97,9.55,36.27,Thailand,['Thailand'],right,170,65,False,4.21,3.0,34.38,0.75,12.5,1.12,1.38,0.09,2.06,2.54,1.31,3,0.28,0,0.0,0.56,0.0,0,0.0,0.06,0,0.0,6,0.56,33.33,0.0,0.19,0.84,11.11,0.66,14.29,0.19,0.0,0.19,0.66,42.86,3.09,45.45,0.47,0.09,0.28,23.98,0.56,0.66,34.0,79.89,11.99,63.28,7.3,93.59,29.31,85.3,3.93,54.76,17.73,38.09,0.09,0.56,0.19,0.0,0.56,0.0,0.09,5.53,57.63,1.78,21.05,1.31,14.29,0.37,0.0,4.31,76.09,85.56,8.43,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.75,1.5,0.28,33.33,2.72,0,0.0,2021-22,MID,43.93727991402834,2025-08-09T10:11:29.451980,simple_processor,True
